ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,size_range_minimum_g,size_range_maximum_g,size_range_minimum_micrometers,size_range_maximum_micrometers,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST,primprod,salinity,O2_dissolved,pH,chla,nitrate,silicate,SST_C_insitu,Temperature__C_insitu,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m_3_insitu,Nitrate__uM_L_1_insitu,g_C_individual,5.68E-14,1.14E-13,2.27E-13,4.55E-13,9.09E-13,1.82E-12,3.64E-12,7.28E-12,1.46E-11,2.91E-11,5.82E-11,1.16E-10,2.33E-10,4.66E-10,9.31E-10,0.00000000186,0.00000000373,0.00000000745,0.0000000149,0.0000000298,0.0000000596,0.000000119,0.000000238,0.000000477,0.000000954,0.00000191,0.00000381,0.00000763,0.0000153,0.0000305,0.000061,0.000122,0.000244,0.000488,0.000977,0.00195,0.00391,0.00781,0.0156,0.0313,0.0625,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,1020,NBSS_slope,Comment
#REF!,triatlas,m158_72_1,m158_mn04_n3,19.09.30,0.0013666666666551,0.0002833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,26.9,Day,26.039295,455.147797,35,4,8.252779,0.04906,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.260958346860869,0.524477213203514,1.34865499421564,4.91757918213689,5.95560008813059,5.84079200061218,2.07045725569671,1.15837291102818,1.02099981453909,0.240808850561964,0.0906413857865852,0.228672534919949,0.0683321201647419,,0.0690518570468858,,,,,,,,,,,,,,,,,-0.817373407,
#REF!,triatlas,m158_72_1,m158_mn04_n4,19.09.30,0.0013666666666551,0.0002833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,33.625,Day,26.039295,455.147797,35,4,8.252779,0.04906,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.0837627307731399,0.507283708704689,2.42002496407749,8.87513250044106,11.1236847885214,5.1880133568721,2.0776589276364,1.07714158074871,0.299088677458672,0.29140804006268,0.209750219758034,0.136057319659857,,,,,,,,,,,,,,,,,,,,-0.647958106,
#REF!,triatlas,m158_72_1,m158_mn04_n5,19.09.30,0.0013666666666551,0.0002833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,43.7125,Day,26.039295,455.147797,35,4,8.252779,0.04906,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,0.0805116919282258,0.199003639320266,3.5668870957959,9.27204229474524,16.7839829634738,28.6885741630007,18.0544552830769,12.8462695936613,11.1429823116273,7.4269153934109,4.10276623214172,1.07095487921159,2.04466507364965,2.85972968873034,,,,,0.0866197254242764,,,,,,,,,,,,,,,-0.375699352,
#REF!,triatlas,m158_74_1,m158_mn05_n1,19.09.30,-3.33333333344399E-05,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,163.35,Night,26.038919,455.116058,35,4,8.252782,0.049131,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.025319018618796,0.134655175721927,0.490377774150616,0.890628878234587,0.962528065203099,0.833862932090047,0.637475864646087,0.311256272009555,0.0772190256670927,0.183767496959944,0.0354693072223663,0.0283183120242555,,,,,,,,,,,,,,,,,,,,-0.803725936,
#REF!,triatlas,m158_74_1,m158_mn05_n2,19.09.30,-3.33333333344399E-05,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,102,Night,26.038919,455.116058,35,4,8.252782,0.049131,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.160301315910856,0.295426291974196,0.950792133658748,1.94463146200833,3.68122820438048,2.82767286160618,3.61022147775073,0.899438408937602,0.374903324041171,0.150037885826817,0.178006634993467,0.0437934831567335,0.0601552279793332,,,,,,,,,,,,,,,,,,,-0.979127269,
#REF!,triatlas,m158_74_1,m158_mn05_n3,19.09.30,-3.33333333344399E-05,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,40.35,Night,26.038919,455.116058,35,4,8.252782,0.049131,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0428052012560452,0.286452656055889,0.973744026965017,1.19479769109159,1.89517932633148,2.78539000570446,1.48022140050833,1.07303990187059,0.321433156586956,0.110430630315839,0.0722286362615311,0.129676339458509,,,,,,,,,,,,,,,,,,,,,-0.453745682,
#REF!,triatlas,m158_74_1,m158_mn05_n4,19.09.30,-3.33333333344399E-05,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,33.625,Night,26.038919,455.116058,35,4,8.252782,0.049131,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,0.0476000097247239,,0.152088974549311,0.679744621276434,5.87530656883925,10.0457601028367,10.2721253440748,4.51035763356428,2.63222263718294,1.32276072960867,0.538878771164,0.191037829370473,0.128835374411184,0.0376345291445454,,,,,,,,,,,,,,,,,,,,-1.233102567,
#REF!,triatlas,m158_74_1,m158_mn05_n5,19.09.30,-3.33333333344399E-05,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,42.03125,Night,26.038919,455.116058,35,4,8.252782,0.049131,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.121466203881214,3.0996968345661,7.88453043358801,11.4230563937373,20.1535932309081,16.8855029824149,12.6306200255118,10.8599730281388,10.3124951474864,5.12285150174627,1.7052089056252,1.04963538095602,0.385984565134214,0.140987049307382,0.0279275085235826,,,,,,,,,,,,,,,,,,-1.176272939,
#REF!,triatlas,m158_89_1,m158_mn06_n2,19.10.02,-5.00014999999999,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,132.6,Night,26,489.399475,35,4,8.260973,0.054615,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.0817229351064981,0.342845182834361,0.614496259438217,1.07721955808895,1.86239112572677,1.47826494541257,1.58542140316115,1.05019648129262,0.386905304005294,0.217896929981302,0.0677033993872544,0.016989355574273,0.039659775616299,0.0293545143788304,,,,,,,,,,,,,,,,,,-1.441013453,
#REF!,triatlas,m158_89_1,m158_mn06_n3,19.10.02,-5.00014999999999,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,33.625,Night,26,489.399475,35,4,8.260973,0.054615,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.238230534941206,0.460604879397445,1.58956683130029,4.29113110512976,5.46813344817782,1.98304923681641,1.90475784007963,0.915687592047937,0.558685134623545,0.23637435730355,0.0692307229415447,,0.124898020949297,0.168876197167797,,,,,,,,,,,,,,,,,,-1.241235442,
#REF!,triatlas,m158_89_1,m158_mn06_n4,19.10.02,-5.00014999999999,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,30.2625,Night,26,489.399475,35,4,8.260973,0.054615,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.110826075825793,0.777459574892359,2.3310954860547,8.44770377050016,12.7526925056804,6.95009101744371,3.54869110513677,3.0039694929187,1.71964388615538,1.02109291916125,0.221713852139638,0.104015742965755,1.09009818595595,0.900170913362959,0.156267378454245,0.0395781213102107,,,,,,,,,,,,,,,,-1.265612539,
#REF!,triatlas,m158_89_1,m158_mn06_n5,19.10.02,-5.00014999999999,3.33333333333333E-05,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,34.465625,Night,26,489.399475,35,4,8.260973,0.054615,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.241995142753508,8.44999761354533,26.4278778030366,36.9050747588088,45.9233641787243,48.2258041495265,26.6652524312199,23.3640159116111,21.2624188334385,13.5767954317417,2.69807808462226,1.52646190082781,0.421183255669362,0.200682016681217,0.389415229946076,0.266963548905653,,,,,,,,,,,,,,,,,-1.446375138,
#REF!,triatlas,m158_115_1,m158_mn08_n1,19.10.05,-9.97523333333334,0.0013833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,136.125,Night,25,560.738281,35,4,8.258395,0.057316,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.098777505231199,0.381373389908393,0.595776780023029,1.38950959137129,1.41566197697125,0.942752634323016,0.879072493287629,1.07327254577799,0.40284973054292,0.682038790711284,0.0794649967121906,0.0237177538436511,0.0100397623671478,,,,,,,,,,,,,,,,,,,-1.333836828,
#REF!,triatlas,m158_115_1,m158_mn08_n2,19.10.05,-9.97523333333334,0.0013833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,91.8,Night,25,560.738281,35,4,8.258395,0.057316,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.114534657386581,0.215755498901884,0.696646237132869,3.27136780962367,5.98791351257013,3.75420850829323,3.42138535813122,1.97984049087202,0.478775400855885,0.294198460077161,0.091802189285742,0.0266942195449117,0.0692156812120412,,,,,,,,,,,,,,,,,,,-1.480371415,
#REF!,triatlas,m158_115_1,m158_mn08_n3,19.10.05,-9.97523333333334,0.0013833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,33.625,Night,25,560.738281,35,4,8.258395,0.057316,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.544844217838884,0.999282999423439,1.67610917937464,4.29779537660687,5.16345391733102,3.30905584204275,2.62910109956486,1.35954954986804,0.457095385955572,0.284782546706015,0.143533733304644,,,,,,,,,,,,,,,,,,,,,-1.040876601,
#REF!,triatlas,m158_115_1,m158_mn08_n4,19.10.05,-9.97523333333334,0.0013833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,33.625,Night,25,560.738281,35,4,8.258395,0.057316,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.2447825810085,0.904567923080602,2.7011055058726,7.50538902577569,9.66310528102759,7.21129600530708,3.24053896624807,1.49152097401103,1.18093970350245,0.0619959868325837,0.102396207565399,,,,0.0410306985714974,,,,,,,,,,,,,,,,,-1.583614973,
#REF!,triatlas,m158_115_1,m158_mn08_n5,19.10.05,-9.97523333333334,0.0013833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,31.103125,Night,25,560.738281,35,4,8.258395,0.057316,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,0.0410488039234263,0.117538685492025,1.04507520564899,7.34834963034356,25.4074748961953,40.1411682279942,33.4008616837709,30.8616947099635,48.9408237415131,34.756635707451,11.264476430563,4.6849207068121,1.40000433418861,0.431005515227283,0.203407223286813,,0.0736920936462515,,,,,,,,,,,,,,,,,,-1.502058339,
#REF!,triatlas,m158_124_1,m158_mn09_n1,19.10.06,-11.9888333333333,0.0013,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,122.5125,Night,25,545.797974,35,4,8.250842,0.054235,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.0779815893806964,0.431128884427808,1.01209808408009,2.25448368465272,2.12912927207588,1.18479490483722,0.932466658348441,0.950893260713959,0.480364368190126,0.802581614430604,0.0877908830525971,0.0205426019058205,,,,,,,,,,,,,,,,,,,,-1.35138267,
#REF!,triatlas,m158_124_1,m158_mn09_n2,19.10.06,-11.9888333333333,0.0013,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,86.7,Night,25,545.797974,35,4,8.250842,0.054235,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0393655657383944,0.209891948168343,0.671899500592068,1.09543111972793,2.54898152073153,5.14191355559405,3.71470338978124,2.44816260732774,2.40258663921737,0.5909176502254,0.201433536995722,0.105251467272382,0.027504861139372,,,,,,,,,,,,,,,,,,,,-1.538163003,
#REF!,triatlas,m158_124_1,m158_mn09_n3,19.10.06,-11.9888333333333,0.0013,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,33.625,Night,25,545.797974,35,4,8.250842,0.054235,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.0854668705408945,0.17597924022476,1.4055101325917,4.0409650003494,3.69470345273638,2.1253265167632,0.992175634906219,0.991948728054929,0.515990928081006,0.185132459214997,0.0305485246698948,0.0382926251097731,,,,,,0.0306312384891086,,,,,,,,,,,,,,-1.34655534,
#REF!,triatlas,m158_124_1,m158_mn09_n4,19.10.06,-11.9888333333333,0.0013,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,30.2625,Night,25,545.797974,35,4,8.250842,0.054235,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.252172278476627,0.424649753364209,2.45255751162671,7.45179303958709,7.4545051268132,3.9735899318703,3.25555034161653,2.05526388440944,0.667941088727547,0.207743076965417,0.247956501152497,,0.0396360461354128,0.0481741606681018,0.0445132454160683,,,,,,,,,,,,,,,,,-1.083193043,
#REF!,triatlas,m158_124_1,m158_mn09_n5,19.10.06,-11.9888333333333,0.0013,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,34.465625,Night,25,545.797974,35,4,8.250842,0.054235,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.209607750533099,3.83394404290332,8.81458415609981,14.5239435018617,15.9735451025587,20.1530336933533,24.7484481212162,19.4320346586373,15.8519267894082,4.19602529549085,1.72825170049774,0.383727800401794,0.403464068565367,,0.302191895095612,0.0756760426916373,,,,,,,,,,,,,,,,,-1.403956643,
#REF!,triatlas,m158_133_1,m158_mn10_n1,19.10.06,-14.0016666666667,0.0001166666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,136.125,Day,25,533.22998,35,4,8.241021,0.054975,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0946182624275747,1.15918382141082,3.48138005489012,3.60601073800019,1.98193806928404,2.12339719335392,0.994020118078109,0.756877121033622,0.705264699937798,0.259622538957435,0.681845646256091,0.0716623345687021,0.0249454530158226,0.00796691979264948,,,,,,,,,,,,,,,,,,,-1.149713973,
#REF!,triatlas,m158_133_1,m158_mn10_n2,19.10.06,-14.0016666666667,0.0001166666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,102,Day,25,533.22998,35,4,8.241021,0.054975,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,0.0108002748765091,0.0886779253784498,2.4238658903348,8.49496501329993,5.31096749136989,3.2002925021713,4.26960873838888,2.31324464092693,2.27063764706703,1.93223472576643,0.414391899567607,0.53362384107863,0.116036434534662,0.0174893485394817,0.0826902901209618,0.022565403324349,0.0185341348600571,,,,,,,,,,,,,,,,,-1.540700449,
#REF!,triatlas,m158_133_1,m158_mn10_n3,19.10.06,-14.0016666666667,0.0001166666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,33.625,Day,25,533.22998,35,4,8.241021,0.054975,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.210895501208632,5.69640022335597,15.4810401033143,10.5270408868397,8.33271493227576,7.26809303967396,6.71085510812305,2.32862330751427,1.15667110247249,0.492826653098876,0.0521203942910474,0.198009103487945,0.0395371347593855,0.0390134138599585,,,,,,,,,,,,,,,,,,,-1.105177804,
#REF!,triatlas,m158_133_1,m158_mn10_n4,19.10.06,-14.0016666666667,0.0001166666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,40.35,Day,25,533.22998,35,4,8.241021,0.054975,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,0.0378143676930989,1.18223608236586,10.5130782191336,19.4155108060022,15.8489699827367,10.0735990474819,7.94981757844298,4.14992810995385,2.36274118257862,2.89257915092416,1.1763422777346,0.244435481672517,0.0738729736248512,0.0264801103671463,,0.0270840321457834,,,,,,,,,,,,,,,,,,-1.753067817,
#REF!,triatlas,m158_133_1,m158_mn10_n5,19.10.06,-14.0016666666667,0.0001166666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,35.30625,Day,25,533.22998,35,4,8.241021,0.054975,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,0.0347967895129876,0.184439012532184,0.466068583287412,11.4747404277967,24.535561004015,29.5641572473895,32.5522882810517,17.4076559973138,9.30403500003852,8.91207972481048,13.9751022766511,3.27257385589898,0.295788542393633,0.103162662790112,0.0307618589672702,,,,,,,,,,,,,,,,,,,,-2.26355908,
#REF!,triatlas,m158_136_1,m158_mn11_n1,19.10.06,-13.9886833333333,0.00075,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,163.35,Night,25,533.384338,35,4,8.241064,0.054971,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.077315169383464,1.21627404107398,1.59762643858566,1.02043776750753,0.24660224360859,0.0590563927705473,0.0394431583038219,0.0092269289288855,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,triatlas,m158_136_1,m158_mn11_n2,19.10.06,-13.9886833333333,0.00075,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,122.4,Night,25,533.384338,35,4,8.241064,0.054971,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.318627935591832,1.76601207052128,2.68646823166852,1.47335562388449,0.357341167598206,0.0690537380618903,0.00818547711573416,,,,0.00994459546837903,,,,,,,,,,,,,,,,,,,,,,,
#REF!,triatlas,m158_136_1,m158_mn11_n3,19.10.06,-13.9886833333333,0.00075,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,40.35,Night,25,533.384338,35,4,8.241064,0.054971,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.443467723340813,2.79005093091593,4.80600336587325,3.48875283476438,0.907816578013842,0.199773289758674,0.0944093452394852,,0.0427253452985301,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,triatlas,m158_136_1,m158_mn11_n4,19.10.06,-13.9886833333333,0.00075,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,26.9,Night,25,533.384338,35,4,8.241064,0.054971,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.872862461718469,5.34032760303094,7.21348363332794,3.35787138497596,0.737257834722975,0.239611930946491,0.0436261655885487,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,triatlas,m158_136_1,m158_mn11_n5,19.10.06,-13.9886833333333,0.00075,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,40.35,Night,25,533.384338,35,4,8.241064,0.054971,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,1.22645430078886,8.23850913112477,9.53084052118515,4.91874638530124,1.49421171061814,0.866312428794533,0.39231033220803,0.0274800517445485,0.0359731773344134,,0.0397829070633057,,,,,,,,,,,,,,,,,,,,,,0.072613556,
#REF!,triatlas,m158_140_1,m158_mn12_n1,19.10.06,-15.0025833333333,0.0006666666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,163.35,Night,25,533.187439,35,4,8.235626,0.055124,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0450458526176096,1.18544356236199,4.35324487467784,4.49779902585289,2.54810838331521,1.44977588570032,0.793752930503645,0.645650056112777,0.622230409020057,0.22775254328671,0.407430982668271,0.11492941640383,0.0145681899483801,0.0168391576270785,,,,,,,,,,,,,,,,,,,-1.181605167,
#REF!,triatlas,m158_140_1,m158_mn12_n2,19.10.06,-15.0025833333333,0.0006666666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,91.8,Night,25,533.187439,35,4,8.235626,0.055124,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0396856896831141,1.19990008315456,6.38164583238041,4.85613187243232,4.13397975423315,4.99925996719795,2.70910318201538,2.25753752218481,2.35641627796642,0.61496907509933,0.159645456496699,0.1357532392432,0.0259157857570705,0.032071450156041,,,,,,,,,,,,,,,,,,,-1.518738838,
#REF!,triatlas,m158_140_1,m158_mn12_n3,19.10.06,-15.0025833333333,0.0006666666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,40.35,Night,25,533.187439,35,4,8.235626,0.055124,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.253723285595497,8.55202724983604,14.3583834476209,9.74497889278565,6.42197366331818,4.32677448632711,1.83149052339071,1.12257907285232,0.749584926557395,0.0281661415931168,0.0797187137378527,,0.0408391765596616,,,,,,,,,,,,,,,,,,,,-0.765907276,
#REF!,triatlas,m158_140_1,m158_mn12_n4,19.10.06,-15.0025833333333,0.0006666666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,40.35,Night,25,533.187439,35,4,8.235626,0.055124,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,1.26172463473398,10.4406849082296,16.8373074663588,13.5883346134398,10.2194254026502,6.23511803998574,4.49888025225196,2.29839085033813,1.13767318840322,0.960557562605192,0.235586943217859,0.0544727026142041,0.0339908253134112,0.0625317197972744,,,,,,,,,,,,,,,,,,,-1.426634247,
#REF!,triatlas,m158_140_1,m158_mn12_n5,19.10.06,-15.0025833333333,0.0006666666666666,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,42.03125,Night,25,533.187439,35,4,8.235626,0.055124,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,0.0402648475807264,0.170398773861967,0.586811908312842,7.12156019202798,16.9807332941851,29.2256958525001,33.7499445215348,20.116442742184,15.7409667907619,12.8046455834459,10.968776478927,3.10901904960721,0.633402441152192,0.874979184026351,0.157548869148302,,,0.0333653566376767,,,,,,,,,,,,,,,,,-1.406669363,
#REF!,triatlas,m158_144_1,m158_mn13_n1,19.10.07,-14.9700833333333,0.0031,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,136.125,Day,25,530.6026,35,4,8.235748,0.055128,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0532125240156391,1.0604725579241,3.22005630736786,3.52506671718602,1.72671443047242,1.55474426427064,1.00674706862983,0.764132460660216,0.503059373689132,0.293886706101539,0.459899107020203,0.0528750453390346,0.0190576376226524,0.00822517018590981,0.0144475622258489,0.00841255900843605,,,,,,,,,,,,,,,,,-1.191648699,
#REF!,triatlas,m158_144_1,m158_mn13_n2,19.10.07,-14.9700833333333,0.0031,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,102,Day,25,530.6026,35,4,8.235748,0.055128,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0802731266788605,2.71732028809324,11.2607913455117,7.5851310477041,3.32796163682524,4.23306374589347,3.51212540617629,2.34665670490575,2.28917136948284,0.779522664047407,0.362818900540446,0.229512930940098,0.152632685996392,0.0635027096637928,0.0123661814002414,,,,,,,,,,,,,,,,,,-0.957445378,
#REF!,triatlas,m158_144_1,m158_mn13_n3,19.10.07,-14.9700833333333,0.0031,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,40.35,Day,25,530.6026,35,4,8.235748,0.055128,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,0.0312640572898949,,0.389791893574204,9.11677933090431,14.9397148064745,10.8532386312381,5.85370986251356,4.68006022010392,3.21903564359991,2.1034213207691,2.41936295629415,0.226504514321326,0.166764096220816,0.0681871297186551,0.0361442283373001,0.0568287212108402,0.0734541715217401,0.026365369479446,,,,,,,,,,,,,,,,,-1.385710484,
